"date","month","weekend","holiday","prod_id","prod_function","prod_regime","prod_listprice","discount","stockout","sales"
2015-09-01,"9","N","N","24214","Treatments","TEA",159000,0,1,0
2015-09-01,"9","N","N","26698","Other","ALOE",229000,0,0,4.8
2015-09-01,"9","N","N","35012","Moisturisers","POME",349000,0,0,2.36220472440945
2015-09-01,"9","N","N","46698","Moisturisers","VITA",179000,50,0.0151515151515152,12.8787878787879
2015-09-01,"9","N","N","46482","Cleanser","TEA",109000,7.45065332221295,0.0151515151515152,25
2015-09-01,"9","N","N","46481","Cleanser","TEA",129000,11.5384615384615,0.00763358778625954,19.8473282442748
2015-09-01,"9","N","N","47503","Treatments","YOUTH",649000,0,0.37984496124031,10.8527131782946
2015-09-01,"9","N","N","46483","Treatments","ALOE",129000,16.6666666666667,0.008,4.8
2015-09-01,"9","N","N","48454","Moisturisers","TEA",159000,0,0.00775193798449612,8.52713178294574
2015-09-01,"9","N","N","48456","Moisturisers","TEA",159000,1.42857142857143,0.00769230769230769,26.9230769230769
2015-09-01,"9","N","N","48455","Moisturisers","TEA",159000,0,0,8
2015-09-01,"9","N","N","47731","Treatments","VITA",309000,25,0.0153846153846154,3.07692307692308
2015-09-01,"9","N","N","41078","Moisturisers","VITA",249000,7.69230769230769,0.00769230769230769,20
2015-09-01,"9","N","N","52534","Treatments","YOUTH",439000,5.26315789473684,0,14.7286821705426
2015-09-01,"9","N","N","52598","Treatments","YOUTH",439000,12.5,0,12.5
2015-09-01,"9","N","N","49286","Treatments","YOUTH",389000,0,0.00775193798449612,3.87596899224806
2015-09-01,"9","N","N","52555","EyeCare","VITA",189000,4.34782608695652,0,18.2539682539683
2015-09-01,"9","N","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-01,"9","N","N","76024","Treatments","TEA",129000,0,0.934782608695652,0
2015-09-01,"9","N","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-01,"9","N","N","25734","Other","ALOE",89000,0,1,0
2015-09-01,"9","N","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-01,"9","N","N","42492","Treatments","TEA",99000,0,1,0
2015-09-01,"9","N","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-01,"9","N","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-01,"9","N","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-01,"9","N","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-01,"9","N","N","42029","Other","VITA",99000,0,1,0
2015-09-01,"9","N","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-01,"9","N","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-02,"9","N","N","25742","Other","ALOE",129000,0,1,0
2015-09-02,"9","N","N","41906","Moisturisers","VITA",179000,3.75,0.00763358778625954,27.4809160305344
2015-09-02,"9","N","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-02,"9","N","N","30503","Moisturisers","VITA",199000,8.62068965517241,0.00769230769230769,22.3076923076923
2015-09-02,"9","N","N","42924","Treatments","VITA",249000,0,0.024,1.6
2015-09-02,"9","N","N","42046","EyeCare","VITA",179000,0,0.00769230769230769,6.92307692307692
2015-09-02,"9","N","N","10834","Moisturisers","VITA",199000,0,0.00763358778625954,16.793893129771
2015-09-02,"9","N","N","42137","Cleanser","VITA",119000,4.1024235781269,0.0151515151515152,52.2727272727273
2015-09-02,"9","N","N","42422","Moisturisers","VITA",199000,0,0.00793650793650794,4.76190476190476
2015-09-02,"9","N","N","42671","Cleanser","VITA",89000,6.25,0.0229007633587786,12.2137404580153
2015-09-02,"9","N","N","12269","Cleanser","VITA",129000,0,0.00757575757575758,21.969696969697
2015-09-02,"9","N","N","12259","Toner","VITA",149000,0,0.00757575757575758,13.6363636363636
2015-09-02,"9","N","N","12247","Cleanser","VITA",169000,1.66666666666667,0.016260162601626,7.31707317073171
2015-09-02,"9","N","N","41999","Cleanser","VITA",59000,0,1,0
2015-09-02,"9","N","N","10050","Other","VITA",229000,0,0.0078740157480315,4.7244094488189
2015-09-02,"9","N","N","42831","Cleanser","TEA",89000,0,0.204724409448819,8.66141732283465
2015-09-02,"9","N","N","22619","Moisturisers","ALOE",179000,7.69230769230769,0.00769230769230769,10
2015-09-02,"9","N","N","22607","Cleanser","ALOE",129000,3.33333333333333,0,9.375
2015-09-02,"9","N","N","22615","Cleanser","ALOE",129000,4.47221228384019,0.0151515151515152,19.6969696969697
2015-09-02,"9","N","N","22635","Toner","ALOE",149000,0,0,10.3174603174603
2015-09-02,"9","N","N","22611","Cleanser","ALOE",169000,0,0,0.819672131147541
2015-09-02,"9","N","N","22631","Moisturisers","ALOE",199000,0,0.0078740157480315,7.08661417322835
2015-09-02,"9","N","N","22627","Moisturisers","ALOE",199000,2.5,0.365853658536585,4.8780487804878
2015-09-02,"9","N","N","42326","Cleanser","OCEAN",129000,3,0.00757575757575758,11.3636363636364
2015-09-02,"9","N","N","13304","Toner","OCEAN",149000,1.875,0.00775193798449612,12.4031007751938
2015-09-02,"9","N","N","42396","Toner","WHITE",219000,0,1,0
2015-09-02,"9","N","N","13278","Cleanser","OCEAN",119000,5.95000712149267,0.0151515151515152,44.6969696969697
2015-09-02,"9","N","N","13303","Cleanser","OCEAN",169000,0,0.0078125,12.5
2015-09-02,"9","N","N","13305","Moisturisers","OCEAN",179000,1.15384615384615,0.00775193798449612,10.077519379845
2015-09-02,"9","N","N","24279","Moisturisers","WHITE",379000,8.68421052631579,0,14.6153846153846
2015-09-02,"9","N","N","13307","Moisturisers","OCEAN",199000,1.07142857142857,0.00775193798449612,10.8527131782946
2015-09-02,"9","N","N","24278","Moisturisers","WHITE",449000,10.7142857142857,0.00763358778625954,16.030534351145
2015-09-02,"9","N","N","24282","Moisturisers","WHITE",399000,10.5572502685285,0,37.4045801526718
2015-09-02,"9","N","N","31484","Treatments","HERB",279000,4.64285714285714,0.0153846153846154,10.7692307692308
2015-09-02,"9","N","N","12670","Moisturisers","OCEAN",199000,1.07142857142857,0.0615384615384615,10.7692307692308
2015-09-02,"9","N","N","13586","Cleanser","WHITE",199000,0,1,0
2015-09-02,"9","N","N","36244","Cleanser","WHITE",239000,5.74832635983264,0.0150375939849624,36.0902255639098
2015-09-02,"9","N","N","13235","Treatments","ALOE",249000,0,0.00813008130081301,4.8780487804878
2015-09-02,"9","N","N","13236","Treatments","ALOE",249000,0,0.00833333333333333,0.833333333333333
2015-09-02,"9","N","N","10594","Treatments","VITA",249000,0,0.0155038759689922,6.2015503875969
2015-09-02,"9","N","N","16006","Treatments","OCEAN",249000,0,0.016,3.2
2015-09-02,"9","N","N","16007","Treatments","OCEAN",249000,3,0.00819672131147541,4.0983606557377
2015-09-02,"9","N","N","20459","EyeCare","ALOE",179000,0,0.0252100840336134,3.36134453781513
2015-09-02,"9","N","N","18337","Moisturisers","VITA",199000,1.81818181818182,0.015625,8.59375
2015-09-02,"9","N","N","2889","Cleanser","TEA",109000,7.34590875278949,0.0151515151515152,112.121212121212
2015-09-02,"9","N","N","42491","Cleanser","TEA",139000,6.18051013734467,0.0151515151515152,16.6666666666667
2015-09-02,"9","N","N","2893","Toner","TEA",139000,0,0.00763358778625954,30.5343511450382
2015-09-02,"9","N","N","13536","Moisturisers","TEA",159000,4.50980392156863,0.0232558139534884,39.5348837209302
2015-09-02,"9","N","N","13709","Moisturisers","TEA",179000,1.25,0.00769230769230769,21.5384615384615
2015-09-02,"9","N","N","7288","Treatments","TEA",219000,3.33333333333333,0.213114754098361,4.91803278688525
2015-09-02,"9","N","N","42529","Other","TEA",119000,10,0.015625,9.375
2015-09-02,"9","N","N","41965","Treatments","TEA",129000,1.25,0.00763358778625954,12.2137404580153
2015-09-02,"9","N","N","27850","Treatments","TEA",119000,2.36842105263158,0.0229007633587786,101.526717557252
2015-09-02,"9","N","N","76019","Treatments","TEA",129000,0,0.00806451612903226,4.83870967741935
2015-09-02,"9","N","N","31467","EyeCare","HERB",289000,0,0.0078125,2.34375
2015-09-02,"9","N","N","42013","Cleanser","HERB",219000,2.44071291795552,0.0151515151515152,46.969696969697
2015-09-02,"9","N","N","65109","Treatments","HERB",359000,0,0.00775193798449612,10.8527131782946
2015-09-02,"9","N","N","31486","Treatments","HERB",439000,0,0.008,0
2015-09-02,"9","N","N","31468","Treatments","HERB",439000,19.1666666666667,0.0155038759689922,4.65116279069767
2015-09-02,"9","N","N","33448","Cleanser","POME",209000,0,0.0151515151515152,11.3636363636364
2015-09-02,"9","N","N","33446","Cleanser","POME",219000,3.33333333333333,0,4.8780487804878
2015-09-02,"9","N","N","33449","Moisturisers","POME",329000,6.42857142857143,0.00769230769230769,10.7692307692308
2015-09-02,"9","N","N","33450","Moisturisers","POME",349000,3.75,0.00769230769230769,9.23076923076923
2015-09-02,"9","N","N","33452","EyeCare","POME",299000,0,0,5.51181102362205
2015-09-02,"9","N","N","31471","Moisturisers","HERB",319000,3.1578947368421,0.0153846153846154,14.6153846153846
2015-09-02,"9","N","N","41195","Treatments","TEA",219000,0,0.00775193798449612,5.42635658914729
2015-09-02,"9","N","N","38834","Treatments","YOUTH",489000,19.5348837209302,0.00757575757575758,32.5757575757576
2015-09-02,"9","N","N","24214","Treatments","TEA",159000,0,1,0
2015-09-02,"9","N","N","26698","Other","ALOE",229000,0,0,8
2015-09-02,"9","N","N","35012","Moisturisers","POME",349000,0,0,1.5748031496063
2015-09-02,"9","N","N","46698","Moisturisers","VITA",179000,50,0.0151515151515152,23.4848484848485
2015-09-02,"9","N","N","46482","Cleanser","TEA",109000,5.97222222222222,0.0151515151515152,27.2727272727273
2015-09-02,"9","N","N","46481","Cleanser","TEA",129000,9.2,0.00763358778625954,19.0839694656489
2015-09-02,"9","N","N","47503","Treatments","YOUTH",649000,6.15384615384615,0.387596899224806,10.077519379845
2015-09-02,"9","N","N","46483","Treatments","ALOE",129000,14.375,0.008,6.4
2015-09-02,"9","N","N","48454","Moisturisers","TEA",159000,8.84615384615385,0.00775193798449612,10.077519379845
2015-09-02,"9","N","N","48456","Moisturisers","TEA",159000,5,0.00769230769230769,17.6923076923077
2015-09-02,"9","N","N","48455","Moisturisers","TEA",159000,12.5,0,3.2
2015-09-02,"9","N","N","47731","Treatments","VITA",309000,31.25,0.0153846153846154,6.15384615384615
2015-09-02,"9","N","N","41078","Moisturisers","VITA",249000,1.05263157894737,0.00769230769230769,14.6153846153846
2015-09-02,"9","N","N","52534","Treatments","YOUTH",439000,0,0,13.953488372093
2015-09-02,"9","N","N","52598","Treatments","YOUTH",439000,0,0,3.90625
2015-09-02,"9","N","N","49286","Treatments","YOUTH",389000,0,0.00775193798449612,9.30232558139535
2015-09-02,"9","N","N","52555","EyeCare","VITA",189000,1.15384615384615,0,20.6349206349206
2015-09-02,"9","N","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-02,"9","N","N","76024","Treatments","TEA",129000,0,0.934782608695652,0
2015-09-02,"9","N","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-02,"9","N","N","25734","Other","ALOE",89000,0,1,0
2015-09-02,"9","N","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-02,"9","N","N","42492","Treatments","TEA",99000,0,1,0
2015-09-02,"9","N","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-02,"9","N","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-02,"9","N","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-02,"9","N","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-02,"9","N","N","42029","Other","VITA",99000,0,1,0
2015-09-02,"9","N","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-02,"9","N","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-03,"9","N","N","25742","Other","ALOE",129000,0,1,0
2015-09-03,"9","N","N","41906","Moisturisers","VITA",179000,5.23255813953488,0.00763358778625954,32.824427480916
2015-09-03,"9","N","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-03,"9","N","N","30503","Moisturisers","VITA",199000,6.29032258064516,0.00769230769230769,23.8461538461538
2015-09-03,"9","N","N","42924","Treatments","VITA",249000,0,0.024,0.8
2015-09-03,"9","N","N","42046","EyeCare","VITA",179000,4.5,0.00769230769230769,7.69230769230769
2015-09-03,"9","N","N","10834","Moisturisers","VITA",199000,1.07142857142857,0.00763358778625954,21.3740458015267
2015-09-03,"9","N","N","42137","Cleanser","VITA",119000,10.5019681556833,0.0151515151515152,57.5757575757576
2015-09-03,"9","N","N","42422","Moisturisers","VITA",199000,0,0.00793650793650794,2.38095238095238
2015-09-03,"9","N","N","42671","Cleanser","VITA",89000,2.5,0.00763358778625954,13.7404580152672
2015-09-03,"9","N","N","12269","Cleanser","VITA",129000,1.45833333333333,0.00757575757575758,18.1818181818182
2015-09-03,"9","N","N","12259","Toner","VITA",149000,1,0.00757575757575758,11.3636363636364
2015-09-03,"9","N","N","12247","Cleanser","VITA",169000,0,0.016260162601626,7.31707317073171
2015-09-03,"9","N","N","41999","Cleanser","VITA",59000,0,1,0
2015-09-03,"9","N","N","10050","Other","VITA",229000,8.86681222707424,0.0078740157480315,7.8740157480315
2015-09-03,"9","N","N","42831","Cleanser","TEA",89000,2.77777777777778,0.236220472440945,14.1732283464567
2015-09-03,"9","N","N","22619","Moisturisers","ALOE",179000,0,0.00769230769230769,10
2015-09-03,"9","N","N","22607","Cleanser","ALOE",129000,0,0,11.71875
2015-09-03,"9","N","N","22615","Cleanser","ALOE",129000,4.55996352029184,0.0151515151515152,12.8787878787879
2015-09-03,"9","N","N","22635","Toner","ALOE",149000,6,0,7.93650793650794
2015-09-03,"9","N","N","22611","Cleanser","ALOE",169000,15,0,3.27868852459016
2015-09-03,"9","N","N","22631","Moisturisers","ALOE",199000,10,0.0078740157480315,7.8740157480315
2015-09-03,"9","N","N","22627","Moisturisers","ALOE",199000,0,0.365853658536585,3.2520325203252
2015-09-03,"9","N","N","42326","Cleanser","OCEAN",129000,2.17391304347826,0.00757575757575758,17.4242424242424
2015-09-03,"9","N","N","13304","Toner","OCEAN",149000,2,0.00775193798449612,7.75193798449612
2015-09-03,"9","N","N","42396","Toner","WHITE",219000,0,1,0
2015-09-03,"9","N","N","13278","Cleanser","OCEAN",119000,2.25515660809778,0.0151515151515152,41.6666666666667
2015-09-03,"9","N","N","13303","Cleanser","OCEAN",169000,15.5555555555556,0.0078125,14.0625
2015-09-03,"9","N","N","13305","Moisturisers","OCEAN",179000,1.53846153846154,0.00775193798449612,10.077519379845
2015-09-03,"9","N","N","24279","Moisturisers","WHITE",379000,9.10255733712198,0,30
2015-09-03,"9","N","N","13307","Moisturisers","OCEAN",199000,3.88888888888889,0.00775193798449612,6.97674418604651
2015-09-03,"9","N","N","24278","Moisturisers","WHITE",449000,10,0.00763358778625954,17.5572519083969
2015-09-03,"9","N","N","24282","Moisturisers","WHITE",399000,10.3725563909774,0,48.8549618320611
2015-09-03,"9","N","N","31484","Treatments","HERB",279000,4.16666666666667,0.0153846153846154,9.23076923076923
2015-09-03,"9","N","N","12670","Moisturisers","OCEAN",199000,2.22222222222222,0.00769230769230769,6.92307692307692
2015-09-03,"9","N","N","13586","Cleanser","WHITE",199000,0,1,0
2015-09-03,"9","N","N","36244","Cleanser","WHITE",239000,6.82538747127114,0.0150375939849624,53.3834586466165
2015-09-03,"9","N","N","13235","Treatments","ALOE",249000,0,0.00813008130081301,2.4390243902439
2015-09-03,"9","N","N","13236","Treatments","ALOE",249000,0,0.00833333333333333,2.5
2015-09-03,"9","N","N","10594","Treatments","VITA",249000,9,0.0155038759689922,7.75193798449612
2015-09-03,"9","N","N","16006","Treatments","OCEAN",249000,24,0.016,4
2015-09-03,"9","N","N","16007","Treatments","OCEAN",249000,0,0.00819672131147541,3.27868852459016
2015-09-03,"9","N","N","20459","EyeCare","ALOE",179000,15,0.0336134453781513,1.68067226890756
2015-09-03,"9","N","N","18337","Moisturisers","VITA",199000,1.76470588235294,0.015625,13.28125
2015-09-03,"9","N","N","2889","Cleanser","TEA",109000,6.45520068807339,0.0151515151515152,121.212121212121
2015-09-03,"9","N","N","42491","Cleanser","TEA",139000,5.92754367934224,0.0151515151515152,21.2121212121212
2015-09-03,"9","N","N","2893","Toner","TEA",139000,1.34146341463415,0.00763358778625954,31.2977099236641
2015-09-03,"9","N","N","13536","Moisturisers","TEA",159000,1.05263157894737,0.0232558139534884,29.4573643410853
2015-09-03,"9","N","N","13709","Moisturisers","TEA",179000,1.25,0.00769230769230769,21.5384615384615
2015-09-03,"9","N","N","7288","Treatments","TEA",219000,0,0.0245901639344262,4.0983606557377
2015-09-03,"9","N","N","42529","Other","TEA",119000,3,0.015625,3.90625
2015-09-03,"9","N","N","41965","Treatments","TEA",129000,0.625,0.00763358778625954,18.3206106870229
2015-09-03,"9","N","N","27850","Treatments","TEA",119000,1.59090909090909,0.0229007633587786,100.763358778626
2015-09-03,"9","N","N","76019","Treatments","TEA",129000,0,0.00806451612903226,8.06451612903226
2015-09-03,"9","N","N","31467","EyeCare","HERB",289000,15,0.0078125,3.90625
2015-09-03,"9","N","N","42013","Cleanser","HERB",219000,3.07979452054795,0.0151515151515152,36.3636363636364
2015-09-03,"9","N","N","65109","Treatments","HERB",359000,5,0.00775193798449612,3.10077519379845
2015-09-03,"9","N","N","31486","Treatments","HERB",439000,0,0.008,0
2015-09-03,"9","N","N","31468","Treatments","HERB",439000,5,0.0155038759689922,2.32558139534884
2015-09-03,"9","N","N","33448","Cleanser","POME",209000,4.78468899521531,0.0151515151515152,11.3636363636364
2015-09-03,"9","N","N","33446","Cleanser","POME",219000,2.14285714285714,0,5.69105691056911
2015-09-03,"9","N","N","33449","Moisturisers","POME",329000,9.5,0.00769230769230769,7.69230769230769
2015-09-03,"9","N","N","33450","Moisturisers","POME",349000,8.57142857142857,0.00769230769230769,10.7692307692308
2015-09-03,"9","N","N","33452","EyeCare","POME",299000,2.85714285714286,0,5.51181102362205
2015-09-03,"9","N","N","31471","Moisturisers","HERB",319000,3.47826086956522,0.0153846153846154,17.6923076923077
2015-09-03,"9","N","N","41195","Treatments","TEA",219000,0,0.00775193798449612,6.2015503875969
2015-09-03,"9","N","N","38834","Treatments","YOUTH",489000,22.6136363636364,0.00757575757575758,33.3333333333333
2015-09-03,"9","N","N","24214","Treatments","TEA",159000,0,1,0
2015-09-03,"9","N","N","26698","Other","ALOE",229000,3.63901018922853,0,4.8
2015-09-03,"9","N","N","35012","Moisturisers","POME",349000,5,0,5.51181102362205
2015-09-03,"9","N","N","46698","Moisturisers","VITA",179000,51.5625,0.0151515151515152,24.2424242424242
2015-09-03,"9","N","N","46482","Cleanser","TEA",109000,7.6697247706422,0.0151515151515152,18.9393939393939
2015-09-03,"9","N","N","46481","Cleanser","TEA",129000,5,0.00763358778625954,21.3740458015267
2015-09-03,"9","N","N","47503","Treatments","YOUTH",649000,8.33332762654797,0.410852713178295,20.9302325581395
2015-09-03,"9","N","N","46483","Treatments","ALOE",129000,15,0.008,8
2015-09-03,"9","N","N","48454","Moisturisers","TEA",159000,3.33333333333333,0.00775193798449612,4.65116279069767
2015-09-03,"9","N","N","48456","Moisturisers","TEA",159000,0,0.00769230769230769,23.0769230769231
2015-09-03,"9","N","N","48455","Moisturisers","TEA",159000,50,0,9.6
2015-09-03,"9","N","N","47731","Treatments","VITA",309000,30.7142857142857,0.0153846153846154,5.38461538461539
2015-09-03,"9","N","N","41078","Moisturisers","VITA",249000,5.38461538461539,0.00769230769230769,20
2015-09-03,"9","N","N","52534","Treatments","YOUTH",439000,3.52941176470588,0,13.1782945736434
2015-09-03,"9","N","N","52598","Treatments","YOUTH",439000,7.91666666666667,0,9.375
2015-09-03,"9","N","N","49286","Treatments","YOUTH",389000,0,0.00775193798449612,5.42635658914729
2015-09-03,"9","N","N","52555","EyeCare","VITA",189000,2.75862068965517,0.00793650793650794,23.015873015873
2015-09-03,"9","N","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-03,"9","N","N","76024","Treatments","TEA",129000,0,0.934782608695652,0
2015-09-03,"9","N","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-03,"9","N","N","25734","Other","ALOE",89000,0,1,0
2015-09-03,"9","N","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-03,"9","N","N","42492","Treatments","TEA",99000,0,1,0
2015-09-03,"9","N","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-03,"9","N","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-03,"9","N","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-03,"9","N","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-03,"9","N","N","42029","Other","VITA",99000,0,1,0
2015-09-03,"9","N","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-03,"9","N","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-04,"9","N","N","25742","Other","ALOE",129000,0,1,0
2015-09-04,"9","N","N","41906","Moisturisers","VITA",179000,8.42592592592593,0.00763358778625954,41.2213740458015
2015-09-04,"9","N","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-04,"9","N","N","30503","Moisturisers","VITA",199000,7.30769230769231,0.00769230769230769,30
2015-09-04,"9","N","N","42924","Treatments","VITA",249000,0,0.024,3.2
